#ITitle	MINI-LIGNE.180614.16H																			
#IInfo	 																			
#IVersion	9																			
#IDate	02/00/2048																			
!Data	Type:	F-Freq.	Domain	S-Stream	Data	T-Time	Domain													
#ST																				
!--------------------------------------																				
!System	Section																			
#SNAME	MINI_LIGNE18061416H																			
#SGDflt	0																			
#SR50Hz																				
#SHiNse																				
#SMuxN	1																			
#SXcale	1																			
#SOffset	0																			
!TX	Section																			
#XMXVlt	480																			
#XCurMx	2500																			
#XPowMx	250																			
#XVTrgt	50																			
#XITrgt	30																			
#XBtVmn	9																			
#XTmpMx	70																			
#XLrRes	1																			
#XUpRes	200000																			
!TDIP	Section																			
#TFrequ	5																			
#TStcks	3																			
#TRDely	29.999																			
#TLngtR	59.999																			
#TChrg																				
#TIPDly	2.222																			
#TNResOnly																				
!ERTLab	Header	Info																		
Electrodes	input/output	format																		
782	1	14	1	16	1	4	1	6	-4.313348	0.001279	-0.060954	0.000018	14.13167	3276	20480200_212050	CH	2	GN	3	42.3
783	1	14	1	16	1	6	1	8	-4.830716	0.001279	-0.068266	0.000018	14.13167	3276	20480200_212050	CH	3	GN	2	42.3
784	1	14	1	16	1	8	1	10	-26.60415	0	-0.375961	0	14.13167	3276	20480200_212050	CH	4	GN	2	42.3
785	1	14	1	16	1	10	1	12	-97.33019	0.04095	-1.375439	0.000578	14.13167	3276	20480200_212050	CH	5	GN	1	42.3
786	1	15	1	16	1	6	1	7	-0.586574	0.000463	-0.010325	0.000008	17.60241	2673	20480200_212052	CH	1	GN	3	41
787	1	15	1	16	1	7	1	8	-1.425661	0.001309	-0.025095	0.000023	17.60241	2673	20480200_212052	CH	2	GN	3	41
788	1	15	1	16	1	8	1	9	-5.171277	0.004594	-0.091026	0.00008	17.60241	2673	20480200_212052	CH	3	GN	2	41
789	1	15	1	16	1	9	1	10	-5.303078	0.002905	-0.093346	0.000051	17.60241	2673	20480200_212052	CH	4	GN	2	41
790	1	15	1	16	1	10	1	11	-7.882863	0.007408	-0.138757	0.00013	17.60241	2673	20480200_212052	CH	5	GN	2	41
791	1	15	1	16	1	11	1	12	-27.0705	0.025991	-0.476506	0.000457	17.60241	2673	20480200_212052	CH	6	GN	1	41
792	1	15	1	16	1	12	1	13	-179.1523	0.131505	-3.153513	0.002314	17.60241	2673	20480200_212052	CH	7	GN	1	41
793	1	15	1	16	1	13	1	14	-122.7714	0.073513	-2.161074	0.001294	17.60241	2673	20480200_212052	CH	8	GN	1	41
794	1	13	1	17	1	1	1	5	-7.316442	0.001996	-0.066267	0.000018	9.05739	6216	20480200_212054	CH	1	GN	2	49.7
795	1	13	1	17	1	5	1	9	-34.995	-0.000748	-0.316963	-0.000006	9.05739	6216	20480200_212054	CH	2	GN	2	49.7
796	1	14	1	17	1	2	1	5	-5.073555	-0.000007	-0.050465	0	9.946862	4861	20480200_212056	CH	1	GN	2	40.5
797	1	14	1	17	1	5	1	8	-10.11709	-0.000028	-0.100633	0	9.946862	4861	20480200_212056	CH	2	GN	2	40.5
798	1	14	1	17	1	8	1	11	-59.58865	0.014544	-0.59272	0.000144	9.946862	4861	20480200_212056	CH	3	GN	1	40.5
799	1	15	1	17	1	1	1	3	-0.745589	0.000706	-0.008263	0.000007	11.08338	4239	20480200_212058	CH	1	GN	4	39.5
800	1	15	1	17	1	3	1	5	-2.610706	0.002514	-0.028935	0.000027	11.08338	4239	20480200_212058	CH	2	GN	2	39.5
801	1	15	1	17	1	5	1	7	-3.175097	0.002705	-0.03519	0.000029	11.08338	4239	20480200_212058	CH	3	GN	2	39.5
802	1	15	1	17	1	7	1	9	-12.17396	0.010823	-0.134928	0.000119	11.08338	4239	20480200_212058	CH	4	GN	2	39.5
803	1	15	1	17	1	9	1	11	-20.71905	0.01846	-0.229637	0.000204	11.08338	4239	20480200_212058	CH	5	GN	2	39.5
804	1	15	1	17	1	11	1	13	-274.1321	0.221523	-3.038311	0.002455	11.08338	4239	20480200_212058	CH	6	GN	1	39.5
805	1	16	1	17	1	7	1	8	-1.4045	0.00168	-0.022673	0.000027	16.14379	2673	20480200_212100	CH	1	GN	3	39
806	1	16	1	17	1	8	1	9	-4.169754	0.005254	-0.067315	0.000084	16.14379	2673	20480200_212100	CH	2	GN	2	39
807	1	16	1	17	1	9	1	10	-3.341589	0.003542	-0.053945	0.000057	16.14379	2673	20480200_212100	CH	3	GN	2	39
808	1	16	1	17	1	10	1	11	-4.202587	0.005372	-0.067845	0.000086	16.14379	2673	20480200_212100	CH	4	GN	3	39
809	1	16	1	17	1	11	1	12	-12.726	0.015522	-0.205445	0.00025	16.14379	2673	20480200_212100	CH	5	GN	2	39
810	1	16	1	17	1	12	1	13	-55.26755	0.059445	-0.892228	0.000959	16.14379	2673	20480200_212100	CH	6	GN	1	39
811	1	16	1	17	1	13	1	14	-23.66794	0.025347	-0.38209	0.000409	16.14379	2673	20480200_212100	CH	7	GN	1	39
812	1	16	1	17	1	14	1	15	-62.4304	0.059445	-1.007863	0.000959	16.14379	2673	20480200_212100	CH	8	GN	1	39
813	1	14	1	18	1	2	1	6	-9.102318	0	-0.097347	0	10.69484	5347	20480200_212102	CH	1	GN	2	50.5
814	1	14	1	18	1	6	1	10	-43.42082	0.016567	-0.464378	0.000177	10.69484	5347	20480200_212102	CH	2	GN	1	50.5
815	1	15	1	18	1	3	1	6	-5.283839	-0.000014	-0.051408	0	9.729362	4861	20480200_212104	CH	1	GN	2	40.6
816	1	15	1	18	1	6	1	9	-15.16927	-0.000058	-0.147587	0	9.729362	4861	20480200_212104	CH	2	GN	2	40.6
817	1	15	1	18	1	9	1	12	-64.3074	0	-0.625669	0	9.729362	4861	20480200_212104	CH	3	GN	1	40.6
818	1	16	1	18	1	2	1	4	-0.827247	0.001199	-0.010685	0.000015	12.91746	3718	20480200_212106	CH	1	GN	2	39.7
819	1	16	1	18	1	4	1	6	-2.544436	0.003429	-0.032867	0.000044	12.91746	3718	20480200_212106	CH	2	GN	3	39.7
820	1	16	1	18	1	6	1	8	-2.769256	0.003704	-0.035771	0.000047	12.91746	3718	20480200_212106	CH	3	GN	2	39.7
821	1	16	1	18	1	8	1	10	-9.25811	0.011879	-0.119591	0.000153	12.91746	3718	20480200_212106	CH	4	GN	2	39.7
822	1	16	1	18	1	10	1	12	-20.09085	0.025662	-0.259522	0.000331	12.91746	3718	20480200_212106	CH	5	GN	2	39.7
823	1	16	1	18	1	12	1	14	-91.19353	0.105065	-1.177989	0.001357	12.91746	3718	20480200_212106	CH	6	GN	1	39.7
824	1	17	1	18	1	8	1	9	-1.052896	0.001569	-0.013219	0.000019	12.55495	4239	20480200_212108	CH	1	GN	3	44.5
825	1	17	1	18	1	9	1	10	-0.685924	0.001002	-0.008611	0.000012	12.55495	4239	20480200_212108	CH	2	GN	2	44.5
826	1	17	1	18	1	10	1	11	-0.793724	0.00131	-0.009965	0.000016	12.55495	4239	20480200_212108	CH	3	GN	3	44.5
827	1	17	1	18	1	11	1	12	-2.346231	0.003528	-0.029456	0.000044	12.55495	4239	20480200_212108	CH	4	GN	2	44.5
828	1	17	1	18	1	12	1	13	-8.841584	0.013201	-0.111005	0.000165	12.55495	4239	20480200_212108	CH	5	GN	2	44.5
829	1	17	1	18	1	13	1	14	-3.25768	0.005193	-0.0409	0.000065	12.55495	4239	20480200_212108	CH	6	GN	2	44.5
830	1	17	1	18	1	14	1	15	-7.231921	0.012391	-0.090796	0.000155	12.55495	4239	20480200_212108	CH	7	GN	2	44.5
831	1	17	1	18	1	15	1	16	-11.94406	0.016798	-0.149957	0.00021	12.55495	4239	20480200_212108	CH	8	GN	2	44.5
832	1	15	1	19	1	3	1	7	-7.575401	0	-0.090021	0	11.88335	5096	20480200_212110	CH	1	GN	2	50.3
833	1	15	1	19	1	7	1	11	-38.02769	0.008608	-0.451896	0.000102	11.88335	5096	20480200_212110	CH	2	GN	1	50.3
834	1	16	1	19	1	1	1	4	-1.317813	0.001415	-0.018341	0.000019	13.91803	3882	20480200_212112	CH	1	GN	2	43.5
835	1	16	1	19	1	4	1	7	-4.136753	0.003675	-0.057575	0.000051	13.91803	3882	20480200_212112	CH	2	GN	2	43.5
836	1	16	1	19	1	7	1	10	-12.68906	0.011621	-0.176606	0.000161	13.91803	3882	20480200_212112	CH	3	GN	2	43.5
837	1	16	1	19	1	10	1	13	-92.77529	0.083158	-1.291249	0.001157	13.91803	3882	20480200_212112	CH	4	GN	1	43.5
838	1	17	1	19	1	1	1	3	-0.244543	0.000329	-0.002514	0.000003	10.28126	4641	20480200_212114	CH	1	GN	4	38.5
839	1	17	1	19	1	3	1	5	-0.809765	0.000983	-0.008325	0.00001	10.28126	4641	20480200_212114	CH	2	GN	2	38.5
840	1	17	1	19	1	5	1	7	-0.982327	0.001121	-0.010099	0.000011	10.28126	4641	20480200_212114	CH	3	GN	2	38.5
841	1	17	1	19	1	7	1	9	-2.571562	0.003046	-0.026438	0.000031	10.28126	4641	20480200_212114	CH	4	GN	2	38.5
842	1	17	1	19	1	9	1	11	-2.599196	0.002781	-0.026723	0.000028	10.28126	4641	20480200_212114	CH	5	GN	2	38.5
843	1	17	1	19	1	11	1	13	-19.12586	0.017938	-0.196638	0.000184	10.28126	4641	20480200_212114	CH	6	GN	1	38.5
844	1	17	1	19	1	13	1	15	-17.56557	0.0199	-0.180596	0.000204	10.28126	4641	20480200_212114	CH	7	GN	2	38.5
845	1	18	1	19	1	9	1	10	-0.516108	0.000548	-0.00582	0.000006	11.27717	4239	20480200_212116	CH	1	GN	2	41
846	1	18	1	19	1	10	1	11	-0.603511	0.000664	-0.006805	0.000007	11.27717	4239	20480200_212116	CH	2	GN	3	41
847	1	18	1	19	1	11	1	12	-1.691954	0.001652	-0.01908	0.000018	11.27717	4239	20480200_212116	CH	3	GN	3	41
848	1	18	1	19	1	12	1	13	-6.234693	0.006414	-0.070309	0.000072	11.27717	4239	20480200_212116	CH	4	GN	2	41
849	1	18	1	19	1	13	1	14	-2.273451	0.002659	-0.025638	0.000029	11.27717	4239	20480200_212116	CH	5	GN	2	41
850	1	18	1	19	1	14	1	15	-4.77943	0.005438	-0.053898	0.000061	11.27717	4239	20480200_212116	CH	6	GN	2	41
851	1	18	1	19	1	15	1	16	-5.285001	0.005892	-0.059599	0.000066	11.27717	4239	20480200_212116	CH	7	GN	2	41
852	1	18	1	19	1	16	1	17	-86.95927	0.081138	-0.980654	0.000915	11.27717	4239	20480200_212116	CH	8	GN	1	41
853	1	16	1	20	1	4	1	8	-7.214281	0.003828	-0.068155	0.000036	9.447356	5904	20480200_212118	CH	1	GN	2	49.2
854	1	16	1	20	1	8	1	12	-35.36056	0	-0.334063	0	9.447356	5904	20480200_212118	CH	2	GN	2	49.2
855	1	17	1	20	1	2	1	5	-1.324047	0.000943	-0.010994	0.000007	8.303329	6384	20480200_212120	CH	1	GN	2	49.7
856	1	17	1	20	1	5	1	8	-2.42001	0.001333	-0.020094	0.000011	8.303329	6384	20480200_212120	CH	2	GN	3	49.7
857	1	17	1	20	1	8	1	11	-5.821545	0.003443	-0.048338	0.000028	8.303329	6384	20480200_212120	CH	3	GN	2	49.7
858	1	17	1	20	1	11	1	14	-31.56871	0.021339	-0.262125	0.000177	8.303329	6384	20480200_212120	CH	4	GN	2	49.7
859	1	18	1	20	1	2	1	4	-0.328208	0.00041	-0.002637	0.000003	8.034744	6961	20480200_212122	CH	1	GN	2	50
860	1	18	1	20	1	4	1	6	-0.964665	0.000974	-0.00775	0.000007	8.034744	6961	20480200_212122	CH	2	GN	3	50
861	1	18	1	20	1	6	1	8	-0.937528	0.00082	-0.007532	0.000006	8.034744	6961	20480200_212122	CH	3	GN	3	50
862	1	18	1	20	1	8	1	10	-2.281871	0.001949	-0.018334	0.000015	8.034744	6961	20480200_212122	CH	4	GN	2	50
863	1	18	1	20	1	10	1	12	-3.783583	0.00225	-0.0304	0.000018	8.034744	6961	20480200_212122	CH	5	GN	3	50
864	1	18	1	20	1	12	1	14	-14.32482	0.014235	-0.115096	0.000114	8.034744	6961	20480200_212122	CH	6	GN	2	50
865	1	18	1	20	1	14	1	16	-16.38211	0.020131	-0.131626	0.000161	8.034744	6961	20480200_212122	CH	7	GN	2	50
866	1	19	1	20	1	10	1	11	-0.409801	0.000269	-0.003648	0.000002	8.902144	6216	20480200_212124	CH	1	GN	3	50
867	1	19	1	20	1	11	1	12	-1.089168	0.000253	-0.009695	0.000002	8.902144	6216	20480200_212124	CH	2	GN	3	50
868	1	19	1	20	1	12	1	13	-4.21256	0.003933	-0.0375	0.000035	8.902144	6216	20480200_212124	CH	3	GN	2	50
869	1	19	1	20	1	13	1	14	-1.585795	0.002382	-0.014116	0.000021	8.902144	6216	20480200_212124	CH	4	GN	2	50
870	1	19	1	20	1	14	1	15	-3.108907	0.004368	-0.027675	0.000038	8.902144	6216	20480200_212124	CH	5	GN	2	50
871	1	19	1	20	1	15	1	16	-3.152969	0.004187	-0.028068	0.000037	8.902144	6216	20480200_212124	CH	6	GN	3	50
872	1	19	1	20	1	16	1	17	-40.6627	0.041434	-0.361985	0.000368	8.902144	6216	20480200_212124	CH	7	GN	2	50
873	1	19	1	20	1	17	1	18	-188.7601	0.079617	-1.680369	0.000708	8.902144	6216	20480200_212124	CH	8	GN	1	50
874	1	17	1	21	1	1	1	5	-2.06141	0.000829	-0.015882	0.000006	7.704908	7644	20480200_212126	CH	1	GN	2	50
875	1	17	1	21	1	5	1	9	-6.397244	0.002347	-0.04929	0.000018	7.704908	7644	20480200_212126	CH	2	GN	3	50
876	1	17	1	21	1	9	1	13	-34.12633	0.009388	-0.26294	0.000072	7.704908	7644	20480200_212126	CH	3	GN	2	50
877	1	18	1	21	1	3	1	6	-1.900395	0.001551	-0.013568	0.000011	7.140082	8020	20480200_212128	CH	1	GN	2	50
878	1	18	1	21	1	6	1	9	-3.573331	0.002193	-0.025513	0.000015	7.140082	8020	20480200_212128	CH	2	GN	2	50
879	1	18	1	21	1	9	1	12	-7.030927	0.004386	-0.050201	0.000031	7.140082	8020	20480200_212128	CH	3	GN	2	50
880	1	18	1	21	1	12	1	15	-29.61416	0.018953	-0.211447	0.000135	7.140082	8020	20480200_212128	CH	4	GN	2	50
881	1	19	1	21	1	1	1	3	-0.237608	0.000341	-0.001735	0.000002	7.303635	7644	20480200_212130	CH	1	GN	4	49.5
882	1	19	1	21	1	3	1	5	-0.768392	0.001002	-0.005612	0.000007	7.303635	7644	20480200_212130	CH	2	GN	2	49.5
883	1	19	1	21	1	5	1	7	-0.886037	0.000953	-0.006471	0.000006	7.303635	7644	20480200_212130	CH	3	GN	2	49.5
884	1	19	1	21	1	7	1	9	-1.955062	0.002316	-0.014279	0.000016	7.303635	7644	20480200_212130	CH	4	GN	3	49.5
885	1	19	1	21	1	9	1	11	-1.723297	0.001957	-0.012586	0.000014	7.303635	7644	20480200_212130	CH	5	GN	2	49.5
886	1	19	1	21	1	11	1	13	-10.65456	0.011613	-0.077817	0.000084	7.303635	7644	20480200_212130	CH	6	GN	2	49.5
887	1	19	1	21	1	13	1	15	-8.147172	0.009428	-0.059503	0.000068	7.303635	7644	20480200_212130	CH	7	GN	2	49.5
888	1	19	1	21	1	15	1	17	-71.2985	0.092911	-0.520738	0.000678	7.303635	7644	20480200_212130	CH	8	GN	1	49.5
889	1	20	1	21	1	11	1	12	-1.394459	0.00116	-0.008586	0.000007	6.157774	8857	20480200_212132	CH	1	GN	3	50
890	1	20	1	21	1	12	1	13	-3.93852	0.002747	-0.024252	0.000016	6.157774	8857	20480200_212132	CH	2	GN	2	50
891	1	20	1	21	1	13	1	14	-1.136244	0.00082	-0.006996	0.000005	6.157774	8857	20480200_212132	CH	3	GN	2	50
892	1	20	1	21	1	14	1	15	-2.332334	0.001871	-0.014361	0.000011	6.157774	8857	20480200_212132	CH	4	GN	3	50
893	1	20	1	21	1	15	1	16	-2.26405	0.001721	-0.013941	0.00001	6.157774	8857	20480200_212132	CH	5	GN	3	50
894	1	20	1	21	1	16	1	17	-25.26754	0.021177	-0.155591	0.00013	6.157774	8857	20480200_212132	CH	6	GN	2	50
895	1	20	1	21	1	17	1	18	-84.55992	0.040694	-0.5207	0.00025	6.157774	8857	20480200_212132	CH	7	GN	1	50
896	1	20	1	21	1	18	1	19	-196.6523	0.187958	-1.21094	0.001157	6.157774	8857	20480200_212132	CH	8	GN	1	50
897	1	18	1	22	1	2	1	6	-2.566254	0	-0.021837	0	8.509519	6216	20480200_212134	CH	1	GN	2	49
898	1	18	1	22	1	6	1	10	-5.912781	-0.000008	-0.050314	0	8.509519	6216	20480200_212134	CH	2	GN	2	49
899	1	18	1	22	1	10	1	14	-28.80854	0.0085	-0.245146	0.000072	8.509519	6216	20480200_212134	CH	3	GN	2	49
900	1	19	1	22	1	1	1	4	-0.655864	0.000696	-0.005831	0.000006	8.891038	6216	20480200_212136	CH	1	GN	3	50
901	1	19	1	22	1	4	1	7	-1.908897	0.001525	-0.016972	0.000013	8.891038	6216	20480200_212136	CH	2	GN	3	50
902	1	19	1	22	1	7	1	10	-3.645086	0.003051	-0.032408	0.000027	8.891038	6216	20480200_212136	CH	3	GN	2	50
903	1	19	1	22	1	10	1	13	-14.69987	0.011506	-0.130697	0.000102	8.891038	6216	20480200_212136	CH	4	GN	2	50
904	1	19	1	22	1	13	1	16	-16.39761	0.012204	-0.145791	0.000108	8.891038	6216	20480200_212136	CH	5	GN	2	50
905	1	20	1	22	1	2	1	4	-0.328487	0.000254	-0.002186	0.000001	6.656954	8020	20480200_212138	CH	1	GN	3	49
906	1	20	1	22	1	4	1	6	-0.944827	0.00072	-0.006289	0.000004	6.656954	8020	20480200_212138	CH	2	GN	4	49
907	1	20	1	22	1	6	1	8	-0.862807	0.000588	-0.005743	0.000003	6.656954	8020	20480200_212138	CH	3	GN	3	49
908	1	20	1	22	1	8	1	10	-1.828569	0.001073	-0.012172	0.000007	6.656954	8020	20480200_212138	CH	4	GN	2	49
909	1	20	1	22	1	10	1	12	-2.956645	0.002252	-0.019682	0.000014	6.656954	8020	20480200_212138	CH	5	GN	3	49
910	1	20	1	22	1	12	1	14	-7.741479	0.005433	-0.051534	0.000036	6.656954	8020	20480200_212138	CH	6	GN	3	49
911	1	20	1	22	1	14	1	16	-6.852826	0.004705	-0.045618	0.000031	6.656954	8020	20480200_212138	CH	7	GN	3	49
912	1	20	1	22	1	16	1	18	-147.2672	0.115	-0.980351	0.000765	6.656954	8020	20480200_212138	CH	8	GN	1	49
913	1	21	1	22	1	12	1	13	-2.085425	0.001173	-0.015036	0.000008	7.21024	7644	20480200_212140	CH	1	GN	2	49.6
914	1	21	1	22	1	13	1	14	-0.580679	0.000383	-0.004186	0.000002	7.21024	7644	20480200_212140	CH	2	GN	2	49.6
915	1	21	1	22	1	14	1	15	-1.168598	0.000829	-0.008425	0.000005	7.21024	7644	20480200_212140	CH	3	GN	3	49.6
916	1	21	1	22	1	15	1	16	-1.104009	0.000767	-0.00796	0.000005	7.21024	7644	20480200_212140	CH	4	GN	3	49.6
917	1	21	1	22	1	16	1	17	-10.96667	0.006635	-0.079072	0.000047	7.21024	7644	20480200_212140	CH	5	GN	2	49.6
918	1	21	1	22	1	17	1	18	-26.26761	0.015863	-0.189395	0.000114	7.21024	7644	20480200_212140	CH	6	GN	2	49.6
919	1	21	1	22	1	18	1	19	-44.63679	0.014188	-0.321842	0.000102	7.21024	7644	20480200_212140	CH	7	GN	1	49.6
920	1	21	1	22	1	19	1	20	-176.8513	0.144693	-1.27514	0.001043	7.21024	7644	20480200_212140	CH	8	GN	1	49.6
921	1	19	1	23	1	3	1	7	-2.974434	0.003045	-0.030592	0.000031	10.28517	4641	20480200_212142	CH	1	GN	2	40.5
922	1	19	1	23	1	7	1	11	-6.182664	0.005831	-0.063589	0.000059	10.28517	4641	20480200_212142	CH	2	GN	2	40.5
923	1	19	1	23	1	11	1	15	-28.40553	0.025358	-0.292155	0.00026	10.28517	4641	20480200_212142	CH	3	GN	2	40.5
924	1	20	1	23	1	2	1	5	-1.203315	0.001138	-0.01041	0.000009	8.651241	6552	20480200_212144	CH	1	GN	2	50.5
925	1	20	1	23	1	5	1	8	-1.97413	0.001652	-0.017078	0.000014	8.651241	6552	20480200_212144	CH	2	GN	3	50.5
926	1	20	1	23	1	8	1	11	-3.710434	0.003135	-0.032099	0.000027	8.651241	6552	20480200_212144	CH	3	GN	2	50.5
927	1	20	1	23	1	11	1	14	-13.67785	0.009804	-0.11833	0.000084	8.651241	6552	20480200_212144	CH	4	GN	2	50.5
928	1	20	1	23	1	14	1	17	-55.83256	0.040963	-0.48302	0.000354	8.651241	6552	20480200_212144	CH	5	GN	1	50.5
929	1	21	1	23	1	3	1	5	-0.619025	0.000568	-0.005071	0.000004	8.192502	6961	20480200_212146	CH	1	GN	2	49.5
930	1	21	1	23	1	5	1	7	-0.699788	0.000675	-0.005733	0.000005	8.192502	6961	20480200_212146	CH	2	GN	2	49.5
931	1	21	1	23	1	7	1	9	-1.397994	0.001294	-0.011453	0.00001	8.192502	6961	20480200_212146	CH	3	GN	3	49.5
932	1	21	1	23	1	9	1	11	-1.10887	0.001068	-0.009084	0.000008	8.192502	6961	20480200_212146	CH	4	GN	2	49.5
933	1	21	1	23	1	11	1	13	-5.958722	0.005176	-0.048816	0.000042	8.192502	6961	20480200_212146	CH	5	GN	2	49.5
934	1	21	1	23	1	13	1	15	-3.642127	0.00349	-0.029838	0.000028	8.192502	6961	20480200_212146	CH	6	GN	2	49.5
935	1	21	1	23	1	15	1	17	-23.56614	0.019743	-0.193065	0.000161	8.192502	6961	20480200_212146	CH	7	GN	2	49.5
936	1	21	1	23	1	17	1	19	-122.225	0.111688	-1.001328	0.000915	8.192502	6961	20480200_212146	CH	8	GN	1	49.5
937	1	22	1	23	1	13	1	14	-0.644791	0.000426	-0.005914	0.000003	9.172832	4861	20480200_212148	CH	1	GN	2	39
938	1	22	1	23	1	14	1	15	-1.258542	0.000922	-0.011544	0.000008	9.172832	4861	20480200_212148	CH	2	GN	3	39
939	1	22	1	23	1	15	1	16	-1.138663	0.000779	-0.010444	0.000007	9.172832	4861	20480200_212148	CH	3	GN	3	39
940	1	22	1	23	1	16	1	17	-10.365	0.006234	-0.095076	0.000057	9.172832	4861	20480200_212148	CH	4	GN	2	39
941	1	22	1	23	1	17	1	18	-20.89433	0.013659	-0.19166	0.000125	9.172832	4861	20480200_212148	CH	5	GN	2	39
942	1	22	1	23	1	18	1	19	-30.20114	0.011152	-0.277029	0.000102	9.172832	4861	20480200_212148	CH	6	GN	2	39
943	1	22	1	23	1	19	1	20	-83.93004	0.04461	-0.769876	0.000409	9.172832	4861	20480200_212148	CH	7	GN	1	39
944	1	22	1	23	1	20	1	21	-334.0656	0.089221	-3.064327	0.000818	9.172832	4861	20480200_212148	CH	8	GN	1	39
945	1	20	1	24	1	4	1	8	-3.509819	0.00177	-0.031047	0.000015	8.845881	6216	20480200_212150	CH	1	GN	2	50.3
946	1	20	1	24	1	8	1	12	-8.366842	0.004088	-0.074012	0.000036	8.845881	6216	20480200_212150	CH	2	GN	2	50.3
947	1	20	1	24	1	12	1	16	-24.12022	0.011564	-0.213364	0.000102	8.845881	6216	20480200_212150	CH	3	GN	2	50.3
948	1	21	1	24	1	3	1	6	-1.565201	0.000677	-0.012783	0.000005	8.167331	6961	20480200_212152	CH	1	GN	2	49.5
949	1	21	1	24	1	6	1	9	-2.530627	0.001355	-0.020668	0.000011	8.167331	6961	20480200_212152	CH	2	GN	2	49.5
950	1	21	1	24	1	9	1	12	-3.883673	0.001917	-0.031719	0.000015	8.167331	6961	20480200_212152	CH	3	GN	2	49.5
951	1	21	1	24	1	12	1	15	-11.37377	0.005423	-0.092893	0.000044	8.167331	6961	20480200_212152	CH	4	GN	2	49.5
952	1	21	1	24	1	15	1	18	-91.4531	0.04339	-0.746927	0.000354	8.167331	6961	20480200_212152	CH	5	GN	1	49.5
953	1	22	1	24	1	4	1	6	-0.89183	0.000464	-0.009704	0.000005	10.88199	5096	20480200_212154	CH	1	GN	3	50.2
954	1	22	1	24	1	6	1	8	-0.806882	0.000656	-0.00878	0.000007	10.88199	5096	20480200_212154	CH	2	GN	3	50.2
955	1	22	1	24	1	8	1	10	-1.470847	0.000929	-0.016005	0.00001	10.88199	5096	20480200_212154	CH	3	GN	2	50.2
956	1	22	1	24	1	10	1	12	-2.067036	0.001554	-0.022493	0.000016	10.88199	5096	20480200_212154	CH	4	GN	3	50.2
957	1	22	1	24	1	12	1	14	-5.290482	0.003716	-0.057571	0.00004	10.88199	5096	20480200_212154	CH	5	GN	3	50.2
958	1	22	1	24	1	14	1	16	-4.278281	0.003323	-0.046556	0.000036	10.88199	5096	20480200_212154	CH	6	GN	3	50.2
959	1	22	1	24	1	16	1	18	-51.10583	0.037603	-0.556133	0.000409	10.88199	5096	20480200_212154	CH	7	GN	1	50.2
960	1	22	1	24	1	18	1	20	-165.7171	0.106359	-1.803334	0.001157	10.88199	5096	20480200_212154	CH	8	GN	1	50.2
961	1	23	1	24	1	14	1	15	-0.997028	0.000793	-0.017039	0.000013	17.09072	2808	20480200_212156	CH	1	GN	3	41
962	1	23	1	24	1	15	1	16	-0.886598	0.000647	-0.015152	0.000011	17.09072	2808	20480200_212156	CH	2	GN	3	41
963	1	23	1	24	1	16	1	17	-7.352591	0.004732	-0.125661	0.00008	17.09072	2808	20480200_212156	CH	3	GN	2	41
964	1	23	1	24	1	17	1	18	-12.47649	0.009464	-0.213232	0.000161	17.09072	2808	20480200_212156	CH	4	GN	2	41
965	1	23	1	24	1	18	1	19	-15.82556	0.007331	-0.27047	0.000125	17.09072	2808	20480200_212156	CH	5	GN	2	41
966	1	23	1	24	1	19	1	20	-35.65213	0.023943	-0.60932	0.000409	17.09072	2808	20480200_212156	CH	6	GN	1	41
967	1	23	1	24	1	20	1	21	-92.84465	0.047886	-1.586782	0.000818	17.09072	2808	20480200_212156	CH	7	GN	1	41
968	1	23	1	24	1	21	1	22	-153.6606	0.089586	-2.626171	0.001531	17.09072	2808	20480200_212156	CH	8	GN	1	41
969	1	21	1	25	1	1	1	5	-1.672146	0.000687	-0.013473	0.000005	8.057833	7291	20480200_212158	CH	1	GN	2	50
970	1	21	1	25	1	5	1	9	-4.155233	0.001943	-0.033482	0.000015	8.057833	7291	20480200_212158	CH	2	GN	3	50
971	1	21	1	25	1	9	1	13	-12.63425	0.004488	-0.101804	0.000036	8.057833	7291	20480200_212158	CH	3	GN	2	50
972	1	21	1	25	1	13	1	17	-44.16624	0	-0.355884	0	8.057833	7291	20480200_212158	CH	4	GN	2	50
973	1	22	1	25	1	1	1	4	-0.633754	0.00027	-0.006485	0.000002	10.23282	5616	20480200_212200	CH	1	GN	3	49.6
974	1	22	1	25	1	4	1	7	-1.786927	0.000883	-0.018285	0.000009	10.23282	5616	20480200_212200	CH	2	GN	3	49.6
975	1	22	1	25	1	7	1	10	-2.817618	0.001082	-0.028832	0.000011	10.23282	5616	20480200_212200	CH	3	GN	2	49.6
976	1	22	1	25	1	10	1	13	-8.520366	0.002499	-0.087187	0.000025	10.23282	5616	20480200_212200	CH	4	GN	2	49.6
977	1	22	1	25	1	13	1	16	-7.376784	0.002499	-0.075485	0.000025	10.23282	5616	20480200_212200	CH	5	GN	2	49.6
978	1	22	1	25	1	16	1	19	-119.5999	0.028276	-1.223845	0.000289	10.23282	5616	20480200_212200	CH	6	GN	1	49.6
979	1	23	1	25	1	5	1	7	-0.722874	0.000673	-0.010844	0.00001	15.00249	3276	20480200_212202	CH	1	GN	2	44
980	1	23	1	25	1	7	1	9	-1.334312	0.001205	-0.020018	0.000018	15.00249	3276	20480200_212202	CH	2	GN	3	44
981	1	23	1	25	1	9	1	11	-0.923951	0.000825	-0.013861	0.000012	15.00249	3276	20480200_212202	CH	3	GN	2	44
